dataset,eventId,log_sim,content,template
DATASET.Android,E132,"(0, 45, 43)","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', 'com.android.contacts.action.CHOOSE_SUB', ' ', 'dat', '=', 'tel', ':', 'xxxxxxxxxxx', ' ', 'flg', '=', '0x10808000', ' ', 'cmp', '=', 'com.android.contacts/.ChooseSubActivity', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', '<*>', ' ', 'dat', '=', '<*>', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']"
DATASET.Android,E133,"(0, 49, 47)","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', 'android.intent.action.VIEW', ' ', 'dat', '=', 'file', ':', '///storage/emulated/0/Tencent/QQfile_recv/b.apk', ' ', 'typ', '=', 'application/vnd.android.package-archive', ' ', 'flg', '=', '0x10800000', ' ', 'cmp', '=', 'com.android.packageinstaller/.PackageInstallerActivity', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', '<*>', ' ', 'dat', '=', '<*>', ' ', 'typ', '=', '<*>', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']"
DATASET.Android,E136,"(0, 43, 31)","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'flg', '=', '0x10804000', ' ', 'cmp', '=', 'com.android.systemui/.recents.RecentsActivity', ' ', 'bnds', '=', '', '[', '264', ',', '444', ']', '', '[', '920', ',', '908', ']', '', ' ', '}']","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', 'bnds', '=', '<*>', ' ', '}']"
DATASET.Android,E41,"(0, 47, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.destroyOrSaveSurface', ':', '2201', ' ', 'com.android.server.wm.AppWindowToken.destroySurfaces', ':', '374', ' ', 'com.android.server.wm.AppWindowToken.notifyAppStopped', ':', '400', ' ', 'com.android.server.wm.WindowManagerService.notifyAppStopped', ':', '4869', ' ', 'com.android.server.am.ActivityStack.activityStoppedLocked', ':', '1393', ' ', 'com.android.server.am.ActivityManagerService.activityStopped', ':', '7690']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 49, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'PopupWindow', ':', '9b04807', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.removeLocked', ':', '1554', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2739', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2702', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2691', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2560', ' ', 'com.android.server.wm.WindowManagerService.removeWindow', ':', '2555']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 49, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'PopupWindow', ':', '317e46', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.removeLocked', ':', '1554', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2739', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2702', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2691', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2560', ' ', 'com.android.server.wm.WindowManagerService.removeWindow', ':', '2555']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 49, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'PopupWindow', ':', 'd76a91d', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.removeLocked', ':', '1554', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2739', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2702', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2691', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2560', ' ', 'com.android.server.wm.WindowManagerService.removeWindow', ':', '2555']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 49, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'PopupWindow', ':', '9b04807', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.removeLocked', ':', '1554', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2739', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2702', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2691', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2560', ' ', 'com.android.server.wm.WindowManagerService.removeWindow', ':', '2555']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 49, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'PopupWindow', ':', 'd76a91d', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.removeLocked', ':', '1554', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2739', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2702', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2691', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2560', ' ', 'com.android.server.wm.WindowManagerService.removeWindow', ':', '2555']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 49, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'PopupWindow', ':', '9b04807', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.removeLocked', ':', '1554', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2739', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2702', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2691', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2560', ' ', 'com.android.server.wm.WindowManagerService.removeWindow', ':', '2555']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 49, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'PopupWindow', ':', '9b04807', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.removeLocked', ':', '1554', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2739', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2702', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2691', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2560', ' ', 'com.android.server.wm.WindowManagerService.removeWindow', ':', '2555']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 49, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'PopupWindow', ':', '317e46', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.removeLocked', ':', '1554', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2739', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2702', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2691', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2560', ' ', 'com.android.server.wm.WindowManagerService.removeWindow', ':', '2555']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 49, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'PopupWindow', ':', '317e46', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.removeLocked', ':', '1554', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2739', ' ', 'com.android.server.wm.WindowManagerService.removeWindowInnerLocked', ':', '2702', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2691', ' ', 'com.android.server.wm.WindowManagerService.removeWindowLocked', ':', '2560', ' ', 'com.android.server.wm.WindowManagerService.removeWindow', ':', '2555']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E41,"(0, 47, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'InputMethod', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.destroyOrSaveSurface', ':', '2201', ' ', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner', ':', '517', ' ', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop', ':', '291', ' ', 'com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement', ':', '233', ' ', 'com.android.server.wm.WindowManagerService$H.handleMessage', ':', '8670', ' ', 'android.os.Handler.dispatchMessage', ':', '105']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E136,"(0, 43, 31)","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'flg', '=', '0x10804000', ' ', 'cmp', '=', 'com.android.systemui/.recents.RecentsActivity', ' ', 'bnds', '=', '', '[', '264', ',', '444', ']', '', '[', '920', ',', '908', ']', '', ' ', '}']","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', 'bnds', '=', '<*>', ' ', '}']"
DATASET.Android,E132,"(0, 45, 43)","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', 'com.android.contacts.action.CHOOSE_SUB', ' ', 'dat', '=', 'tel', ':', 'xxxxxxxxxxx', ' ', 'flg', '=', '0x10808000', ' ', 'cmp', '=', 'com.android.contacts/.ChooseSubActivity', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', '<*>', ' ', 'dat', '=', '<*>', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']"
DATASET.Android,E133,"(0, 49, 47)","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', 'android.intent.action.VIEW', ' ', 'dat', '=', 'file', ':', '///storage/emulated/0/Tencent/QQfile_recv/b.apk', ' ', 'typ', '=', 'application/vnd.android.package-archive', ' ', 'flg', '=', '0x10800000', ' ', 'cmp', '=', 'com.android.packageinstaller/.PackageInstallerActivity', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', '<*>', ' ', 'dat', '=', '<*>', ' ', 'typ', '=', '<*>', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']"
DATASET.Android,E136,"(0, 43, 31)","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'flg', '=', '0x10804000', ' ', 'cmp', '=', 'com.android.systemui/.recents.RecentsActivity', ' ', 'bnds', '=', '', '[', '264', ',', '444', ']', '', '[', '920', ',', '908', ']', '', ' ', '}']","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', 'bnds', '=', '<*>', ' ', '}']"
DATASET.Android,E41,"(0, 47, 17)","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', 'com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity', ')', '', ' ', 'called', ' ', 'by', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurface', ':', '2060', ' ', 'com.android.server.wm.WindowStateAnimator.destroySurfaceLocked', ':', '913', ' ', 'com.android.server.wm.WindowState.destroyOrSaveSurface', ':', '2201', ' ', 'com.android.server.wm.AppWindowToken.destroySurfaces', ':', '374', ' ', 'com.android.server.wm.AppWindowToken.notifyAppStopped', ':', '400', ' ', 'com.android.server.wm.WindowManagerService.notifyAppStopped', ':', '4869', ' ', 'com.android.server.am.ActivityStack.activityStoppedLocked', ':', '1393', ' ', 'com.android.server.am.ActivityManagerService.activityStopped', ':', '7690']","['Destroying', ' ', 'surface', ' ', 'Surface', '(', 'name', '=', '<*>', ')', '', ' ', 'called', ' ', 'by', ' ', '<*>']"
DATASET.Android,E44,"(0, 19, 11)","['enqueueNotificationInternal', ':', '', ' ', 'n.getKey', ' ', '', '=', '', ' ', '0', '|', 'com.tencent.mobileqq', '|', '121', '|', 'null', '|', '10111']","['enqueueNotificationInternal', ':', '', ' ', 'n.getKey', ' ', '', '=', '', ' ', '<*>']"
DATASET.Android,E139,"(0, 51, 39)","['START', ' ', 'u0', ' ', '{act', '=', 'android.intent.action.MAIN', ' ', 'cat', '=', '', '[', 'android.intent.category.LAUNCHER', ']', '', ' ', 'flg', '=', '0x10200000', ' ', 'cmp', '=', 'com.example.android.notepad/.NotePadActivity', ' ', 'bnds', '=', '', '[', '8', ',', '820', ']', '', '[', '184', ',', '1011', ']', '}', ' ', 'from', ' ', 'uid', ' ', '10057', ' ', 'on', ' ', 'display', ' ', '0']","['START', ' ', 'u0', ' ', '{act', '=', '<*>', ' ', 'cat', '=', '', '[', '<*>', ']', '', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', 'bnds', '=', '<*>}', ' ', 'from', ' ', 'uid', ' ', '<*>', ' ', 'on', ' ', 'display', ' ', '<*>']"
DATASET.Android,E136,"(0, 43, 31)","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'flg', '=', '0x10804000', ' ', 'cmp', '=', 'com.android.systemui/.recents.RecentsActivity', ' ', 'bnds', '=', '', '[', '264', ',', '444', ']', '', '[', '920', ',', '908', ']', '', ' ', '}']","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', 'bnds', '=', '<*>', ' ', '}']"
DATASET.Android,E132,"(0, 45, 43)","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', 'com.android.contacts.action.CHOOSE_SUB', ' ', 'dat', '=', 'tel', ':', 'xxxxxxxxxxx', ' ', 'flg', '=', '0x10808000', ' ', 'cmp', '=', 'com.android.contacts/.ChooseSubActivity', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']","['Skipping', ',', '', ' ', 'withExcluded', ':', '', ' ', 'false', ',', '', ' ', 'tr.intent', ':', 'Intent', ' ', '{', ' ', 'act', '=', '<*>', ' ', 'dat', '=', '<*>', ' ', 'flg', '=', '<*>', ' ', 'cmp', '=', '<*>', ' ', '', '(', 'has', ' ', 'extras', ')', '', ' ', '}']"
